"kcmc","xskcdm","kcdm","xf","kclb","kkxy","category","dl","lx"
"中国画写生与构图","SAA1017M（04129030）","SAA1017M","2.5","专业课","艺术与考古学院","跨类(专业)选课","xk_1_1","bl"
"中国环境史专题研究","HIST2024M（04198430）","HIST2024M","2.0","专业课","历史学院","所有类（专业）","zy_qb","bl"
"中国绘画史","PPAE0502G（4815N005）","PPAE0502G","1.5","通识","公共体育与艺术部","全部课程","xk_n","bl"
"中国绘画史Ⅱ","SAA1018M（04122810）","SAA1018M","2.0","专业课","艺术与考古学院","qbkc","xk_rdxkc",""
"中国近代史","HIST2025M（04194420）","HIST2025M","3.0","专业课","历史学院","所有类（专业）","zy_qb","bl"
"中国近代学术思想史","HIST1072M（04196440）","HIST1072M","2.0","专业课","历史学院","跨类(专业)选课","xk_1_1","bl"
"中国近现代史纲要","MARX1002G（551E0020）","MARX1002G","3.0","通识","马克思主义学院","全部课程","xk_b","bl"
"中国近现代史纲要","021E0020","021E0020","2.5","通识","","跨类(专业)选课","xk_1_1","bl"
"中国近现代史纲要（H）","MARX1002GH（551R0010）","MARX1002GH","3.0","通识","马克思主义学院","全部课程","xk_b","bl"
"中国近现代史史料学","HIST2026M","HIST2026M","2.0","专业课","历史学院","所有类（专业）","zy_qb","bl"
"中国历史的基本问题与研究方法（H）","HIST1002FH（041R0140）","HIST1002FH","2.0","专业基础课程","历史学院","专业基础课程","Z","bl"
"中国历史文选","HIST1007M（04124790）","HIST1007M","3.0","专业课","历史学院","跨类(专业)选课","xk_1_1","bl"
"中国农村发展的理论与实践","PA0304G（2413N006）","PA0304G","3.0","通识","公共管理学院","全部课程","xk_n","bl"
"中国农业经济史","PA2041M（24122680）","PA2041M","2.0","专业课","公共管理学院","所有类（专业）","zy_qb","bl"
"中国少数民族文化","INTC3010M（23190350）","INTC3010M","1.5","专业课","国际教育学院","所有类（专业）","zy_qb","bl"
"中国社会史","HIST3062M（04196181）","HIST3062M","2.0","专业课","历史学院","所有类（专业）","zy_qb","bl"
"中国诗词写作","SAA0700G（0417N001）","SAA0700G","1.5","通识","艺术与考古学院","全部课程","xk_n","bl"
"中国史史料研读","HIST1008M（04194451）","HIST1008M","3.0","专业课","历史学院","跨类(专业)选课","xk_1_1","bl"
"中国书法史","SAA1024M","SAA1024M","2.0","专业课","艺术与考古学院","qbkc","xk_rdxkc",""
"中国书画鉴赏","PPAE0901G","PPAE0901G","3.0","通识","公共体育与艺术部","全部课程","xk_n","bl"
"中国思想史专题","MIC2076M（25121670）","MIC2076M","2.0","专业课","传媒与国际文化学院","所有类（专业）","zy_qb","bl"
"中国土地制度问题概论","PA0900G（2413S004）","PA0900G","3.0","通识","公共管理学院","全部课程","xk_n","bl"
"中国外交","SIS1005F（051A0091）","SIS1005F","3.0","专业基础课程","外国语学院","跨类(专业)选课","xk_1_1","bl"
"中国文化通论","MIC3026M（25120760）","MIC3026M","2.0","专业课","传媒与国际文化学院","所有类（专业）","zy_qb","bl"
"中国文化与翻译","SIS1027G（051F0760）","SIS1027G","3.0","通识","外国语学院","全部课程","xk_b","bl"
"中国文化与国际传播","SIS1036G","SIS1036G","2.0","通识","外国语学院","全部课程","xk_b","bl"
"中国文学史","INTC3003M（23120280）","INTC3003M","2.0","专业课","国际教育学院","所有类（专业）","zy_qb","bl"
"中国现代史","HIST2029M（04125240）","HIST2029M","2.0","专业课","历史学院","所有类（专业）","zy_qb","bl"
"中国现当代文学史Ⅰ","LIT1001M（41190060）","LIT1001M","3.0","专业课","文学院","跨类(专业)选课","xk_1_1","bl"
"中国现当代小说赏析","LIT0500G（0415N001）","LIT0500G","1.5","通识","文学院","全部课程","xk_n","bl"
"中国艺术史","SAA0502G（5615N002）","SAA0502G","3.0","通识","艺术与考古学院","全部课程","xk_n","bl"
"中国与非洲的相遇：从人类学视角出发","PA2076M（24196280）","PA2076M","2.0","专业课","社会学系","所有类（专业）","zy_qb","bl"
"中国哲学史Ⅰ","PHIL1003M（04124710）","PHIL1003M","3.0","专业课","哲学学院","跨类(专业)选课","xk_1_1","bl"
"中国哲学原著研读","PHIL1005M（43194751）","PHIL1005M","2.0","专业课","哲学学院","跨类(专业)选课","xk_1_1","bl"
"中国政治经济发展导论","PA3114M（24196010）","PA3114M","2.5","专业课","社会学系","所有类（专业）","zy_qb","bl"
"中华民国史","HIST2031M（04188220）","HIST2031M","2.0","专业课","历史学院","所有类（专业）","zy_qb","bl"
"中华民族共同体概论","PA0351G","PA0351G","2.5","通识","社会学系","全部课程","xk_n","bl"
"中华名著德译","SIS3208M（05198600）","SIS3208M","2.0","专业课","外国语学院","所有类（专业）","zy_qb","bl"
"中华人民共和国史","MARX2011M（55120070）","MARX2011M","3.0","专业课","马克思主义学院","所有类（专业）","zy_qb","bl"
"中华文化对外传播史","MIC2095M（25121870）","MIC2095M","2.0","专业课","传媒与国际文化学院","所有类（专业）","zy_qb","bl"
"中华文化史","HIST3064M（04125070）","HIST3064M","2.0","专业课","历史学院","所有类（专业）","zy_qb","bl"
"中级财务会计学","ECON2022M（01120990）","ECON2022M","3.0","专业课","经济学院","国际化课程","gjhkc","zl"
"中级财务会计Ⅱ","MGMT3011M（20124460）","MGMT3011M","3.0","专业课","管理学院","所有类（专业）","zy_qb","bl"
"中级国际贸易学","ECON3051M（01196241）","ECON3051M","3.0","专业课","经济学院","所有类（专业）","zy_qb","bl"
"中级汉语精读Ⅲ","INTC2007M（23120570）","INTC2007M","4.0","专业课","国际教育学院","所有类（专业）","zy_qb","bl"
"中级汉语精读Ⅳ","INTC2010M（23120580）","INTC2010M","4.0","专业课","国际教育学院","所有类（专业）","zy_qb","bl"
"中级汉语口语Ⅲ","INTC2008M（23120820）","INTC2008M","1.5","专业课","国际教育学院","所有类（专业）","zy_qb","bl"
"中级汉语口语Ⅳ","INTC2011M（23120830）","INTC2011M","1.5","专业课","国际教育学院","所有类（专业）","zy_qb","bl"
"中级汉语阅读与写作Ⅲ","INTC2009M（23120860）","INTC2009M","2.0","专业课","国际教育学院","所有类（专业）","zy_qb","bl"
"中级汉语阅读与写作Ⅳ","INTC2012M（23120870）","INTC2012M","2.0","专业课","国际教育学院","所有类（专业）","zy_qb","bl"
"中级宏观经济学","ECON2023M（01186060）","ECON2023M","3.0","专业课","经济学院","所有类（专业）","zy_qb","bl"
"中级英汉互译","SIS1602M（05125480）","SIS1602M","2.0","专业课","外国语学院","跨类(专业)选课","xk_1_1","bl"
"中兽医学","CAS3077M（17120732）","CAS3077M","2.5","专业课","动物科学学院","所有类（专业）","zy_qb","bl"
"中外城市发展与规划史","CCEA2404M（12121340）","CCEA2404M","3.0","专业课","建筑工程学院","所有类（专业）","zy_qb","bl"
"中外名曲欣赏","PPAE0504G（4815N007）","PPAE0504G","1.5","通识","公共体育与艺术部","全部课程","xk_n","bl"
"中外文化交流史","MIC1135M","MIC1135M","4.0","专业课","传媒与国际文化学院","跨类(专业)选课","xk_1_1","bl"
"中外文化精萃","SIS1004F（051A0052）","SIS1004F","3.0","专业基础课程","外国语学院","跨类(专业)选课","xk_1_1","bl"
"中外新闻史","MIC1028M（25120781）","MIC1028M","3.0","专业课","传媒与国际文化学院","跨类(专业)选课","xk_1_1","bl"
"中外艺术鉴赏","INTC2019M","INTC2019M","2.0","专业课","国际教育学院","所有类（专业）","zy_qb","bl"
"中外园林史","CAB2502M（16120840）","CAB2502M","3.0","专业课","农业与生物技术学院","跨类(专业)选课","xk_1_1","bl"
"中西关系史","HIST1010M（04196091）","HIST1010M","2.0","专业课","历史学院","跨类(专业)选课","xk_1_1","bl"
"中西医学与美学","MED0540G（1815N001）","MED0540G","2.0","通识","临床医学系","全部课程","xk_n","bl"
"中药方剂学","CAS3078M（17195360）","CAS3078M","1.5","专业课","动物科学学院","所有类（专业）","zy_qb","bl"
"中医科实习","MED5581M（70190121）","MED5581M","2.0","专业课","临床医学系","所有类（专业）","zy_qb","bl"
"中医学","MED2515M（70120260）","70120260","2.0","专业课","临床医学系","所有类（专业）","zy_qb","bl"
"肿瘤生物学","MED2040M（72120530）","MED2040M","2.0","专业课","基础医学系","所有类（专业）","zy_qb","bl"
"肿瘤外科实习","MED5576M（18190042）","MED5576M","2.0","专业课","临床医学系","所有类（专业）","zy_qb","bl"
"肿瘤学概论","MED4585M（18192011）","MED4585M","1.5","专业课","临床医学系","所有类（专业）","zy_qb","bl"
"种质资源学","CAB3054MZ","CAB3054MZ","3.0","专业课","农业与生物技术学院","专业基础课程","Z","bl"
"种子检验学","CAB3116M（16122570）","CAB3116M","1.5","专业课","农业与生物技术学院","所有类（专业）","zy_qb","bl"
"种子科学与工程综合实习","CAB3125M（16189220）","CAB3125M","2.0","专业课","农业与生物技术学院","所有类（专业）","zy_qb","bl"
"种子生产学","CAB3105M（16122260）","CAB3105M","3.0","专业课","农业与生物技术学院","所有类（专业）","zy_qb","bl"
"种子生物学","CAB2126M","CAB2126M","2.0","专业课","农业与生物技术学院","所有类（专业）","zy_qb","bl"
"种子学","CAB3106M（16122450）","CAB3106M","3.0","专业课","农业与生物技术学院","所有类（专业）","zy_qb","bl"
"种子贮藏加工学","CAB3117M（16122580）","CAB3117M","1.5","专业课","农业与生物技术学院","所有类（专业）","zy_qb","bl"
"重要疾病的临床与研究Ⅲ","MED4062M（18122921）","MED4062M","3.0","专业课","基础医学系","所有类（专业）","zy_qb","bl"
"诸子研究","LIT3107M（04197740）","LIT3107M","2.0","专业课","文学院","所有类（专业）","zy_qb","bl"
"猪禽生产学","CAS4021M（17120460）","CAS4021M","2.5","专业课","动物科学学院","所有类（专业）","zy_qb","bl"
"专门用途德语","SIS3214M（05128000）","SIS3214M","2.0","专业课","外国语学院","所有类（专业）","zy_qb","bl"
"专门用途西班牙语","SIS3409M（05127810）","SIS3409M","2.0","专业课","外国语学院","所有类（专业）","zy_qb","bl"
"专题化设计Ⅰ","CCEA4103M（12122410）","CCEA4103M","2.5","专业课","建筑工程学院","国际化课程","gjhkc","zl"
"专题化设计Ⅱ","CCEA4117M（12122420）","CCEA4117M","2.5","专业课","建筑工程学院","国际化课程","gjhkc","zl"
"专题美术Ⅰ","CCEA2113M（12196160）","CCEA2113M","1.5","专业课","建筑工程学院","qbkc","xk_rdxkc",""
"专题设计训练Ⅰ","CCEA2718M","CCEA2718M","1.0","专业课","建筑工程学院","所有类（专业）","zy_qb","bl"
"专业论文写作","EDU2049M","EDU2049M","1.0","专业课","教育学院","所有类（专业）","zy_qb","bl"
"专业实习","MED5417M（73180020）","MED5417M","8.0","专业课","公共卫生学院","qbkc","xk_rdxkc",""
"专业实习","PA4009M（24188220）","PA4009M","3.0","专业课","公共管理学院","所有类（专业）","zy_qb","bl"
"专业实习","MARX4002M（55188010）","MARX4002M","3.0","专业课","马克思主义学院","所有类（专业）","zy_qb","bl"
"专业写作","PA3102M（24122800）","PA3102M","3.0","专业课","社会学系","所有类（专业）","zy_qb","bl"
"专业英语","SAA3011M（04123191）","SAA3011M","1.0","专业课","艺术与考古学院","所有类（专业）","zy_qb","bl"
"专业英语","CCEA2712M（12195670）","CCEA2712M","1.0","专业课","建筑工程学院","所有类（专业）","zy_qb","bl"
"专业英语与科技论文写作","CSE3035M（86120230）","CSE3035M","2.0","专业课","控制科学与工程学院","所有类（专业）","zy_qb","bl"
"专业英语阅读与写作","ENER3054M（08195580）","ENER3054M","1.5","专业课","能源工程学院","所有类（专业）","zy_qb","bl"
"专业英语阅读与写作","ENVR3336M（14195510）","ENVR3336M","1.5","专业课","环境与资源学院","所有类（专业）","zy_qb","bl"
"专用集成电路设计技术基础","ISEE3084M（11120280）","ISEE3084M","2.0","专业课","信息与电子工程学院","所有类（专业）","zy_qb","bl"
"篆刻临摹与创作","PPAE0735G（4817N011）","PPAE0735G","2.0","通识","公共体育与艺术部","全部课程","xk_n","bl"
"篆刻Ⅰ","SAA2044M","SAA2044M","3.0","专业课","艺术与考古学院","跨类(专业)选课","xk_1_1","bl"
"卓越化学计划科研实训","CHEM3303M（77120150）","CHEM3303M","3.0","专业课","化学系","所有类（专业）","zy_qb","bl"
"卓越交叉创新实践","PHAR2402M（19189031）","PHAR2402M","3.0","专业课","药学院","所有类（专业）","zy_qb","bl"
"资源环境遥感分析","ENVR2314M（14121061）","ENVR2314M","1.5","专业课","环境与资源学院","所有类（专业）","zy_qb","bl"
"资源循环科学与工程","CBE3038M（81120320）","CBE3038M","2.5","专业课","化学工程与生物工程学院","所有类（专业）","zy_qb","bl"
"资源与环境经济学","PA3063M（20120800）","PA3063M","2.0","专业课","公共管理学院","所有类（专业）","zy_qb","bl"
"自动化导论","CSE1000M（86120010）","CSE1000M","1.0","专业课","控制科学与工程学院","跨类(专业)选课","xk_1_1","bl"
"自动控制理论","BEFS2002M（13120700）","BEFS2002M","2.0","专业课","生物系统工程与食品科学学院","所有类（专业）","zy_qb","bl"
"自动控制理论（甲）","CSE2001M（86120390）","CSE2001M","3.5","专业课","控制科学与工程学院","所有类（专业）","zy_qb","bl"
"自动控制理论（乙）","CSE2100M（86120170）","CSE2100M","3.5","专业课","控制科学与工程学院","所有类（专业）","zy_qb","bl"
"自然地理学","GEOS1001M（83120421）","GEOS1001M","3.5","专业课","地球科学学院","所有类（专业）","zy_qb","bl"
"自然语言处理导论","CS3221M（21121510）","CS3221M","3.5","专业课","计算机科学与技术学院","所有类（专业）","zy_qb","bl"
"自然资源科学导论","ENVR0900G（1414S001）","ENVR0900G","3.0","通识","环境与资源学院","全部课程","xk_n","bl"
"自我探索与心理成长","ADMN0604G（5216N006）","ADMN0604G","2.0","通识","心理健康教育与咨询中心","全部课程","xk_n","bl"
"自主移动机器人综合实验","EE3694M","EE3694M","1.5","专业课","电气工程学院","所有类（专业）","zy_qb","bl"
"宗教社会学","PA3104M（24195580）","PA3104M","2.0","专业课","社会学系","所有类（专业）","zy_qb","bl"
